Gene	A_1	A_2	A_3	A_4	A_5	B_1	B_2	B_3	B_4	B_5
C22orf23	436	449	299	572	242	521	526	496	472	230
C22orf24	12	9	6	22	8	51	28	34	40	16
C22orf25	1758	2038	1180	2242	1281	2214	2327	2220	1819	1061
C22orf26	20	23	9	25	15	44	53	51	49	26
C22orf28	7427	6534	4281	9167	4371	4589	4911	4831	4006	2333
C22orf29	3890	3822	2588	4681	2814	2881	3036	2901	2426	1630
C22orf31	0	0	0	1	0	16	13	11	9	7
C22orf32	1640	1448	980	2005	1364	2805	2949	3001	2660	1766
C22orf33	0	0	0	0	0	1	0	0	1	0
C22orf34	39	47	31	36	31	43	56	36	32	12
C22orf36	154	177	110	199	283	268	273	306	234	249
C22orf39	2087	1832	1289	2591	1806	2279	2427	2499	2037	1412
C22orf40	540	564	421	714	513	393	385	460	375	246
C22orf42	0	0	0	0	0	2	3	2	2	2
C22orf43	22	23	22	28	8	29	21	39	42	7
C22orf45	20	21	26	34	15	66	59	75	58	36
C22orf46	1831	1687	1146	2228	1406	1801	2034	1891	1718	1060
C2CD2	2120	1888	1369	2463	1654	2441	2562	2608	2093	1449
C2CD2L	1451	1751	1072	1826	1189	5333	5911	5617	4627	2906
C2CD3	1523	1338	876	1461	1021	1363	1486	1459	1108	785
C2CD4A	15	6	4	15	10	17	15	13	12	10
C2CD4B	0	0	2	0	3	4	7	13	11	10
C2CD4C	57	102	67	85	138	587	595	592	550	708
C2CD4D	7	7	10	9	27	20	16	15	19	49
C2orf15	163	157	113	237	114	180	194	183	161	104
C2orf16	155	122	74	171	83	127	88	94	97	50
C2orf18	3450	3130	2017	4141	2380	2525	2826	2773	2446	1369
C2orf27A	29	25	15	30	14	37	55	69	37	20
C2orf27B	0	0	0	0	0	0	1	0	0	0
C2orf28	7220	6432	4121	8837	5081	1775	1913	1961	1563	1083
C2orf29	5448	4614	3096	6483	4088	1461	1467	1464	1176	943
C2orf3	2359	1684	1247	2746	1773	875	965	968	772	540
C2orf40	1	1	0	0	1	263	285	306	237	172
C2orf42	692	649	419	906	493	902	1093	1039	822	539
C2orf43	1845	1607	1059	2165	1359	530	517	563	411	333
C2orf44	2020	1750	1102	2461	1418	793	784	860	624	389
C2orf47	1168	950	691	1363	962	547	554	644	504	377
C2orf48	140	106	88	181	63	2	3	3	5	1
C2orf49	733	665	411	841	517	489	490	516	458	335
C2orf50	1	2	1	1	3	38	60	41	43	20
C2orf51	4	4	6	7	0	0	2	0	1	0
C2orf53	0	0	0	0	0	1	1	0	0	0
C2orf54	43	54	29	66	52	1	0	5	2	3
C2orf55	107	89	68	111	82	3780	3876	3954	3284	2809
C2orf56	1447	1190	857	1641	930	866	904	861	715	510
C2orf57	1	0	2	3	1	0	1	2	0	0
C2orf61	2	4	1	3	1	2	8	4	5	2
C2orf62	4	6	2	3	10	14	11	8	3	7
C2orf63	445	352	275	521	326	606	567	694	546	382
C2orf65	29	18	14	43	15	73	68	104	73	47
C2orf66	3	7	1	2	5	6	6	12	9	6
C2orf67	1188	847	615	1263	815	1819	1795	1949	1531	1053
C2orf68	3789	3130	2130	4402	2613	1285	1360	1369	1070	750
C2orf69	2197	1720	1160	2446	1643	2424	2483	2687	1981	1717
C2orf70	4	9	3	9	8	4	6	3	7	2
C2orf71	2	3	5	2	1	28	30	24	25	17
C2orf72	2132	2048	1312	2593	1419	4341	4557	4506	3708	2278
C2orf73	0	2	3	3	2	28	28	23	25	9
C2orf74	556	507	342	740	393	1375	1375	1522	1199	835
C2orf76	230	173	120	232	128	188	205	203	207	94
C2orf77	37	38	18	49	22	26	26	26	23	57
C2orf78	4	4	4	1	1	2	0	1	3	0
C2orf80	4	1	1	0	0	1043	1124	1125	981	646
C2orf81	184	169	117	221	215	172	176	190	170	157
C2orf82	1	2	2	7	172	6	3	6	5	120
C2orf83	0	1	0	2	0	2	0	1	3	1
C2orf84	4	7	8	3	5	95	74	102	68	48
C2orf85	2	2	4	1	1	262	279	252	275	303
C2orf88	633	518	400	764	463	902	931	993	746	564
C2orf89	251	243	154	298	212	156	183	174	146	70
C3	50246	50073	30617	61203	37337	7174	8049	7397	6456	3975
C3AR1	198	172	117	237	109	329	329	380	288	181
C3P1	1	0	2	0	0	0	0	0	0	0
C3orf14	1007	764	560	1149	646	1311	1288	1485	1126	812
C3orf15	32	15	25	22	8	514	487	503	430	270
C3orf17	3463	2778	2234	4302	2583	2465	2507	2719	2211	1520
C3orf18	662	650	366	736	405	3665	4125	3891	3242	1870
C3orf19	1349	1293	862	1826	1030	1168	1233	1224	969	641
C3orf20	5	4	3	10	5	14	6	9	6	3
C3orf21	1973	1850	1187	2360	1642	594	652	704	600	444
C3orf22	0	0	0	0	0	0	0	1	0	0
C3orf23	2231	1741	1250	2697	1590	2101	2023	2319	1843	1301
C3orf24	1	6	0	2	0	0	0	0	0	0
C3orf25	71	66	53	113	35	148	162	148	129	75
C3orf26	3294	2772	1856	4044	2351	1583	1716	1789	1401	1002
C3orf27	3	0	0	1	1	1	2	0	2	0
C3orf30	1	3	0	0	2	0	0	1	0	0
C3orf32	395	380	224	477	311	16	18	14	16	10
C3orf33	559	412	318	688	366	565	549	585	512	364
C3orf35	71	71	51	105	43	42	58	48	36	22
C3orf36	5	4	3	3	2	1	6	5	2	1
C3orf37	3659	3490	2265	4790	2654	2931	3016	3149	2609	1614
C3orf38	1586	1301	887	1822	1143	1017	1109	1138	893	625
C3orf39	1150	1270	888	1601	1158	4662	5046	4757	4084	2858
C3orf43	3	6	4	7	4	1	3	11	4	1
C3orf45	27	25	18	23	15	57	56	60	56	24
C3orf49	5	7	4	6	2	23	28	26	30	12
C3orf51	3	1	2	2	0	10	8	6	4	2
C3orf52	390	363	245	448	232	10	15	12	17	7
C3orf54	52	69	67	110	81	147	161	146	136	114
C3orf55	15	18	8	25	9	17	19	21	26	20
C3orf58	1530	1201	909	1922	1314	2928	2962	3187	2511	2153
C3orf62	618	528	296	691	418	515	588	532	458	315
C3orf64	1191	939	653	1364	795	611	639	693	567	380
C3orf65	7	5	8	8	2	1	2	2	3	0
C3orf67	355	325	167	401	206	47	36	34	30	24
C3orf70	186	197	145	271	158	2812	2881	3020	2579	1672
C3orf71	76	75	54	92	71	87	100	104	81	50
C3orf72	326	279	176	389	242	41	41	53	30	21
C3orf74	6	2	0	1	2	0	3	2	1	0
C3orf75	2231	2377	1517	2997	1594	1389	1609	1532	1278	757
C3orf77	0	0	0	1	0	5	1	0	0	1
C3orf78	489	455	297	630	369	151	155	145	135	97
C3orf79	0	1	1	0	0	0	1	1	1	0
C3orf80	141	105	113	172	124	1323	1238	1362	1111	1013
C4A	0	0	0	0	0	0	0	0	0	0
C4B	0	0	0	0	0	0	0	0	0	0
C4BPA	523	472	295	647	332	2	4	1	2	0
C4BPB	1451	1228	862	1834	863	3	1	0	1	0
C4orf10	487	438	329	629	314	1018	1038	1087	864	481
C4orf11	0	0	0	0	0	0	0	2	0	0
C4orf14	2114	1809	1252	2564	1960	1065	1144	1193	913	792
C4orf17	1	0	0	0	0	0	0	0	0	1
C4orf19	182	128	102	197	137	208	228	264	212	172
C4orf21	2510	1949	1417	2679	1866	424	481	475	420	260
C4orf22	3	4	4	10	2	17	14	27	19	8
C4orf26	8	4	6	5	5	15	17	11	12	14
C4orf27	1710	1354	931	2113	1172	1416	1452	1648	1290	969
C4orf29	547	482	317	583	380	331	308	355	282	207
C4orf3	9172	7834	5733	11566	6503	8621	8786	9528	7836	5111
C4orf32	825	605	438	942	667	381	384	451	325	259
C4orf33	586	530	349	759	416	832	814	870	733	482
C4orf34	1783	1493	1036	2153	1295	2126	2229	2340	1918	1309
C4orf36	35	30	21	38	16	30	17	30	15	13
C4orf37	4	0	2	3	3	10	8	11	5	3
C4orf38	23	24	14	25	23	9	4	12	8	6
C4orf39	73	41	53	54	45	190	209	246	176	136
C4orf40	2	0	0	0	0	0	0	0	0	0
C4orf41	3269	2550	1772	3463	2306	3172	3289	3435	2652	1814
C4orf42	1386	1362	861	1687	1015	942	944	926	767	451
C4orf43	1868	1543	1147	2430	1416	470	500	588	460	329
C4orf44	14	13	7	21	15	66	89	76	69	59
C4orf45	0	0	0	1	0	2	4	5	5	7
C4orf46	2282	1757	1273	2747	1666	453	411	410	370	254
C4orf47	148	120	80	187	80	34	40	36	40	25
C4orf48	0	6	7	6	509	28	6	16	23	602
C4orf49	24	15	11	32	12	383	435	424	365	242
C4orf51	0	1	0	1	2	0	2	3	0	0
C4orf52	1553	1211	846	1795	1104	802	883	865	735	530
C4orf6	4	4	4	10	4	0	0	0	0	0
C4orf7	1	4	2	0	2	0	0	0	0	0
C5	2951	2322	1634	3297	2156	401	404	421	350	263
C5AR1	125	134	81	169	88	238	255	205	195	128
C5orf13	7578	6611	4557	9443	5272	17654	17919	18694	15145	10328
C5orf15	6325	4982	3588	7584	4644	2220	2192	2224	1781	1363
C5orf20	3	0	0	0	0	2	4	2	4	1
C5orf22	3333	2663	1827	3796	2366	2143	2120	2195	1802	1246
C5orf24	5123	4092	2901	5900	4053	7112	7171	7877	6070	4552
C5orf25	1138	943	690	1359	704	739	766	856	654	421
C5orf27	18	15	10	30	8	133	138	148	115	84
C5orf28	1287	901	676	1517	862	677	641	628	522	352
C5orf30	1840	1438	1007	2197	1356	2842	2989	3114	2573	1932
C5orf32	2854	2927	1889	3661	1866	2638	2816	2576	2156	1323
C5orf34	1013	833	620	1253	740	128	122	154	84	84
C5orf35	433	343	219	441	283	180	200	240	119	109
C5orf38	15	21	17	30	94	27	17	11	20	44
C5orf39	338	341	226	439	218	37	34	49	36	19
C5orf4	1351	1251	729	1564	883	5955	6372	6205	4992	3089
C5orf41	1126	919	634	1211	886	4206	4272	4418	3516	2657
C5orf42	1909	1672	1081	2114	1535	2845	2706	2882	2319	1600
C5orf43	4429	3424	2539	5265	3349	1685	1795	1964	1620	1229
C5orf44	2014	1514	1140	2390	1415	1971	2014	2085	1727	1205
C5orf45	294	296	186	380	238	571	670	626	534	371
C5orf46	1	2	1	1	3	10	6	8	9	3
C5orf47	6	1	2	1	0	19	13	20	12	10
C5orf48	0	0	0	0	0	0	1	1	0	0
C5orf49	13	7	3	13	11	283	282	312	266	157
C5orf51	4673	3641	2708	5283	3623	3524	3560	3726	3064	2311
C5orf52	0	0	0	0	0	0	0	0	3	0
C5orf54	840	646	458	997	571	876	961	960	698	544
C5orf55	248	295	209	337	328	181	175	181	166	127
C5orf56	277	304	190	329	228	297	340	373	275	198
C5orf58	1	0	0	1	0	2	5	1	2	3
C5orf60	3	0	1	1	1	3	1	0	3	0
C5orf62	1825	1730	1074	2307	1256	879	943	1032	798	550
C5orf63	286	232	177	358	187	154	152	138	135	93
C5orf64	5	2	2	7	1	85	84	91	73	51
C5orf65	55	76	41	78	233	60	67	59	53	81
C6	4	3	3	4	1	22	16	24	23	11
C6orf1	927	1103	711	1306	1015	3082	3282	3214	2694	1893
C6orf10	0	1	0	0	0	1	3	1	1	0
C6orf103	0	1	0	0	0	4	6	8	6	5
C6orf105	479	429	294	616	312	95	90	107	96	43
C6orf106	11927	10769	7030	14027	7788	16214	17335	17002	14155	8817
C6orf108	1048	1328	971	1572	1960	599	589	602	529	538
C6orf112	13	20	9	16	12	50	40	45	27	21
C6orf115	2055	1698	1185	2544	1390	486	540	570	406	330
C6orf118	1	4	1	9	4	10	10	12	15	6
C6orf120	3157	2403	1871	3777	2571	2704	2735	3200	2489	1946
C6orf123	2	2	3	1	1	2	3	5	5	3
C6orf124	100	99	53	139	80	56	67	73	49	44
C6orf125	3147	2911	2020	4058	1873	1238	1222	1244	990	561
C6orf126	7	9	8	7	4	5	2	4	0	2
C6orf127	4	1	1	2	0	7	8	7	7	2
C6orf130	1990	1545	1113	2540	1326	893	865	943	857	489
C6orf132	232	223	188	309	181	14	27	16	21	7
C6orf136	1237	1283	834	1589	1026	2397	2701	2499	2172	1434
C6orf138	314	269	196	392	234	86	75	74	75	54
C6orf141	284	314	192	336	297	151	135	168	111	77
C6orf145	1327	1377	884	1648	1302	1067	1141	1113	886	723
C6orf146	0	1	0	0	0	1	0	0	1	2
C6orf147	206	167	131	255	93	138	167	191	131	79
C6orf15	0	0	1	0	0	0	0	3	1	2
C6orf154	45	52	48	75	65	566	637	652	505	416
C6orf162	533	451	334	694	405	1008	1088	1139	856	663
C6orf163	40	37	25	39	29	11	15	23	13	10
C6orf164	34	24	16	32	11	16	29	36	20	14
C6orf165	48	39	30	53	40	86	59	80	90	55
C6orf168	621	482	353	667	419	4979	4895	5130	4281	3008
C6orf170	535	401	309	638	392	474	529	480	409	286
C6orf174	128	113	82	135	138	2312	2346	2409	1835	1982
C6orf186	2	2	0	8	2	82	62	78	47	30
C6orf191	5	3	3	5	5	4	8	9	8	3
C6orf192	1167	1007	688	1523	914	2288	2306	2456	1996	1341
C6orf195	5	14	5	8	7	25	28	17	8	11
C6orf201	4	5	0	3	3	1	4	3	0	2
C6orf203	534	495	323	734	370	646	614	654	569	443
C6orf204	944	790	534	1108	820	1370	1393	1483	1186	883
C6orf208	11	10	10	10	11	76	77	61	51	36
C6orf211	3137	2563	1791	3762	2340	1745	1704	1878	1480	1110
C6orf218	319	280	150	401	206	0	0	0	0	1
C6orf221	7	5	6	5	4	20	15	13	6	11
C6orf222	2	2	0	5	5	7	12	11	2	7
C6orf223	1402	1422	920	1773	1106	65	60	59	39	32
C6orf225	421	380	258	518	285	1825	1946	2076	1635	1038
C6orf226	41	62	38	78	153	132	96	107	82	145
C6orf228	2458	2085	1420	2909	1871	9542	9634	10598	8148	6201
C6orf25	47	49	23	33	26	10	10	12	12	1
C6orf26	0	0	0	0	0	0	0	0	0	0
C6orf27	145	201	109	206	168	863	881	831	677	464
C6orf35	1404	1126	820	1694	1013	2821	2867	3002	2402	1709
C6orf47	1656	1645	1155	2084	1304	1172	1291	1201	1069	660
C6orf48	11122	9937	6543	14035	8606	3064	3156	3367	2772	1975
C6orf52	44	41	52	73	30	51	52	60	38	21
C6orf57	394	324	238	512	236	524	526	591	490	254
C6orf58	13	21	17	25	21	6	1	5	2	2
C6orf62	12422	9487	6849	14393	8566	7377	7614	8012	6443	4783
C6orf64	948	790	502	1201	650	598	581	543	513	332
C6orf7	0	1	0	0	0	4	1	8	1	2
C6orf70	1085	902	577	1348	701	879	904	870	742	448
C6orf72	1529	1244	845	1771	1170	1105	1173	1236	997	779
C6orf81	70	61	32	82	25	48	64	43	53	31
C6orf89	10045	8339	5812	10853	6473	9201	9887	10212	8209	4956
C6orf94	0	0	1	2	0	3	0	3	1	0
C6orf97	427	395	254	531	323	61	61	73	35	32
C6orf99	16	12	9	19	10	2	5	2	5	2
C7	41	26	14	42	22	581	647	618	464	299
C7orf10	333	278	197	431	235	73	66	87	51	38
C7orf11	2013	1559	1207	2476	2120	548	562	571	505	495
C7orf13	524	559	329	656	525	548	580	610	508	310
C7orf23	1621	1247	953	1993	1172	504	505	529	440	300
C7orf25	1031	823	580	1215	699	945	977	974	763	550
C7orf26	1791	1935	1233	2428	1380	1575	1666	1620	1400	757
C7orf28B	1017	975	616	1359	759	512	536	615	457	347
C7orf29	2278	2367	1486	2975	1749	85	103	101	62	52
C7orf30	1620	1320	878	1958	1452	627	637	656	533	514
C7orf31	337	307	208	448	275	260	303	284	232	186
C7orf33	0	0	0	0	1	1	0	0	0	0
C7orf34	8	12	5	14	1	17	16	14	17	7
C7orf36	879	673	443	1075	553	459	505	521	452	275
C7orf40	2026	1854	1270	2512	1225	724	870	852	668	413
C7orf41	2865	2459	1650	3331	2016	118643	123369	125155	103300	69782
C7orf42	9103	8293	5717	11444	7270	7164	7475	7509	6410	4254
C7orf43	998	1247	797	1381	1123	1810	1993	1897	1615	1192
C7orf44	3939	3544	2292	4947	2304	1763	1855	1917	1501	861
C7orf45	4	0	3	4	4	0	4	0	1	1
C7orf46	254	192	136	250	139	1010	1066	1130	886	654
C7orf49	2143	2365	1448	2692	1728	463	506	502	432	273
C7orf50	1172	1514	993	1576	2629	1492	1539	1535	1320	1589
C7orf51	75	97	64	109	115	3737	3728	3957	3463	3063
C7orf52	70	64	59	95	55	61	73	75	69	39
C7orf53	111	102	56	163	68	145	149	136	124	74
C7orf54	47	41	26	46	11	102	132	135	105	58
C7orf55	367	403	241	511	293	364	374	353	304	189
C7orf57	26	17	17	43	20	15	12	18	16	10
C7orf58	2416	1956	1396	2706	1805	176	205	164	144	119
C7orf59	2314	3055	2101	3666	2111	3144	3196	3197	2668	1430
C7orf60	1295	1030	718	1529	928	1351	1330	1361	1113	875
C7orf61	41	45	28	45	38	105	126	141	115	76
C7orf62	0	0	0	0	0	3	1	4	1	1
C7orf63	243	211	123	288	158	276	273	341	246	170
C7orf64	1023	889	558	1249	627	1240	1266	1389	1051	671
C7orf65	6	2	0	2	2	0	0	0	2	0
C7orf66	0	0	0	0	0	0	0	0	0	0
C7orf68	3378	3121	1966	4231	1841	2087	2383	2385	2078	1084
C7orf69	3	1	3	5	0	0	0	0	0	0
C7orf70	1686	1365	965	1996	1194	2768	2901	2989	2385	1743
C7orf71	9	9	9	22	6	0	2	2	0	0
C7orf72	0	1	0	0	0	1	0	2	3	1
C7orf73	5528	4342	3049	6698	3732	1864	1843	1981	1693	1150
C7orf74	2164	1788	1265	2674	2057	418	387	428	352	294
C8A	129	126	83	140	98	0	0	0	0	0
C8B	131	108	58	181	61	0	0	0	1	0
C8G	31	37	27	49	75	14	14	6	7	8
C8ORFK29	20	21	21	29	39	50	68	67	50	68
C8orf12	1	2	0	2	1	15	24	19	16	19
C8orf22	109	70	69	128	60	9	4	5	3	10
C8orf31	49	56	24	62	46	94	71	82	68	50
C8orf33	5579	5080	3599	7028	3914	3833	4093	4162	3346	2112
C8orf34	12	7	6	16	8	455	486	504	412	300
C8orf37	487	402	288	596	366	467	505	466	408	276
C8orf38	833	744	473	1090	613	605	650	722	590	436
C8orf39	89	83	31	88	27	57	71	58	58	25
C8orf4	1329	1075	816	1720	957	386	438	445	400	237
C8orf40	1535	1280	948	1867	1176	1147	1175	1272	1039	795
C8orf42	287	236	174	307	325	600	622	589	463	471
C8orf44	287	197	142	325	131	247	267	284	198	104
C8orf44-SGK3	4	2	1	8	2	1	4	4	4	2
C8orf45	98	62	51	117	54	296	319	339	262	191
C8orf46	157	106	70	146	81	10515	10694	11268	9064	6304
C8orf47	9	12	9	9	12	55	61	51	51	41
C8orf48	80	70	60	125	59	31	17	25	34	22
C8orf51	229	242	164	284	213	22	41	38	28	12
C8orf55	1240	1885	1153	1883	2119	1304	1374	1395	1136	901
C8orf56	3	3	3	2	1	81	81	79	57	24
C8orf58	1184	1204	775	1594	970	459	507	485	419	261
C8orf59	1822	1302	1028	2265	1181	592	566	636	495	362
C8orf71	0	1	0	0	0	4	3	3	2	1
C8orf73	364	469	320	497	731	288	308	287	251	260
C8orf74	0	0	0	1	0	0	0	0	0	0
C8orf75	54	54	23	65	29	0	0	0	0	0
C8orf76	323	353	199	465	345	203	204	211	193	150
C8orf77	66	73	56	63	54	89	86	80	79	39
C8orf80	46	62	32	57	29	0	7	6	2	2
C8orf82	575	647	388	750	976	508	550	563	431	470
C8orf83	2812	2206	1657	3331	2071	3588	3740	4066	3182	2324
C8orf84	509	409	258	643	362	209	199	231	169	146
C8orf85	64	41	19	55	36	44	71	54	47	36
C8orf86	3	2	3	7	5	9	9	6	7	7
C9	8	2	2	6	6	2	0	2	0	0
C9orf100	1150	1027	703	1364	846	201	246	233	202	102
C9orf102	361	316	235	402	306	445	408	483	329	236
C9orf103	204	160	93	226	124	586	565	607	546	348
C9orf106	6	18	7	16	8	2	1	3	2	3
C9orf11	7	3	1	3	2	1	2	10	1	0
C9orf114	1728	2227	1212	2322	1595	1092	1195	1147	935	652
C9orf116	257	232	185	335	212	197	194	192	163	115
C9orf117	34	24	25	39	19	63	64	57	65	32
C9orf123	2203	2071	1346	2863	1804	2284	2371	2388	1831	1465
C9orf125	470	540	314	614	417	4085	4527	4225	3443	2202
C9orf128	8	3	4	7	2	25	9	28	15	8
C9orf129	42	25	19	38	46	331	395	323	320	235
C9orf131	12	23	18	31	5	88	55	67	70	20
C9orf135	5	2	3	10	2	5	11	14	7	6
C9orf139	7	16	13	12	21	86	91	94	82	60
C9orf140	2176	2457	1728	2827	3589	381	429	449	360	404
C9orf142	914	1264	833	1384	1611	882	862	962	766	667
C9orf146	0	0	0	0	0	0	0	0	2	0
C9orf150	540	502	327	636	361	1366	1417	1535	1182	831
C9orf152	43	53	32	44	34	1	6	7	6	3
C9orf153	0	0	0	1	0	0	0	0	0	1
C9orf156	560	545	366	694	397	496	559	486	430	273
C9orf16	507	723	553	831	1940	1568	1301	1596	1324	1878
C9orf163	82	88	48	105	88	48	57	52	35	29
C9orf167	994	1237	827	1372	1813	71	76	95	69	83
C9orf169	26	26	18	53	65	24	21	21	30	24
C9orf170	5	4	2	11	3	29	37	25	26	13
C9orf171	18	16	7	18	10	62	75	71	64	36
C9orf172	9	26	13	17	201	377	292	343	300	1911
C9orf173	5	3	4	6	16	3	0	1	1	1
C9orf174	0	0	0	0	1	0	0	0	1	0
C9orf21	729	578	440	924	522	197	186	234	195	142
C9orf23	1032	1119	747	1494	884	801	786	890	699	413
C9orf24	14	10	9	9	9	372	345	329	317	266
C9orf25	2483	2462	1512	3169	1703	12332	13415	12309	10926	6410
C9orf29	0	0	0	0	0	0	0	0	1	0
C9orf3	776	682	478	1001	518	1263	1320	1286	1071	681
C9orf30	1811	1529	1175	2337	1280	571	667	675	528	355
C9orf30-TMEFF1	14	9	8	17	15	79	65	82	46	51
C9orf37	811	821	560	988	773	694	699	715	642	444
C9orf4	11	18	13	28	11	1408	1415	1385	1187	611
C9orf40	1628	1289	926	1881	1521	691	662	774	546	535
C9orf41	950	718	480	1049	738	465	513	526	391	330
C9orf43	54	41	30	69	37	26	27	36	25	14
C9orf46	896	709	513	1098	658	266	310	309	243	171
C9orf47	100	62	63	108	69	62	55	70	51	30
C9orf5	7919	6438	4432	8736	6107	11011	11433	11927	9307	7055
C9orf50	12	4	4	12	9	30	32	35	22	23
C9orf53	3	2	0	3	5	0	1	1	0	1
C9orf57	0	2	1	0	1	1	3	0	2	0
C9orf64	1280	1093	808	1642	1022	525	556	547	454	324
C9orf66	8	14	14	31	16	6	10	6	4	3
C9orf68	34	24	14	33	17	266	244	295	239	150
C9orf69	1565	1881	1363	2203	2475	1954	2061	2094	1837	1641
C9orf7	591	823	530	857	904	916	949	910	772	621
C9orf71	0	0	0	0	0	43	64	42	30	20
C9orf72	1145	854	590	1221	822	3817	3741	4245	3086	2378
C9orf78	5573	5173	3388	7144	4073	4135	4347	4126	3774	2551
C9orf79	1	0	0	0	2	3	3	0	3	3
C9orf80	1209	906	742	1285	602	1232	1231	1296	1114	616
C9orf82	1878	1475	1024	2270	1442	735	827	876	646	534
C9orf84	27	18	17	25	15	5	14	10	10	7
C9orf85	582	484	347	723	417	185	188	193	188	108
C9orf86	4959	6282	3970	6884	8557	7672	7916	7590	7049	7196
C9orf89	308	494	298	437	579	576	637	615	546	468
C9orf9	138	148	93	192	104	427	504	462	394	187
C9orf91	2278	2122	1398	2639	1483	4385	4646	4686	3862	2157
C9orf93	228	188	131	266	145	307	257	288	219	131
C9orf95	479	391	274	645	377	1411	1406	1544	1219	916
C9orf96	31	31	9	40	15	91	97	108	62	39
CA1	14	12	17	15	14	6	4	1	4	3
CA10	9	7	2	6	8	9695	10147	9829	8618	5920
CA11	639	701	435	822	548	20951	22714	21670	19139	11494
CA12	2444	2249	1391	2916	1821	772	747	795	689	443
CA13	290	240	172	329	170	278	325	266	240	171
CA14	1972	1711	1101	2436	1236	755	856	788	675	337
CA2	744	623	424	888	507	4358	4498	4394	3711	2375
CA3	23	20	20	34	11	102	96	108	102	55
CA4	95	109	63	133	76	1525	1778	1581	1413	1001
CA5A	160	136	90	164	91	10	14	12	6	2
CA5B	846	726	495	1175	611	637	616	663	571	333
CA5BP1	340	383	243	445	347	402	418	405	310	212
CA6	0	2	0	1	2	0	1	0	0	0
CA7	18	22	6	17	17	546	625	569	469	294
CA8	616	522	359	777	452	3259	3324	3349	2819	2068
CA9	5830	5876	3766	7370	4830	381	451	375	348	233
CAB39	6177	5062	3578	6917	4454	10853	10962	11860	9289	6623
CAB39L	646	525	347	722	452	4273	4383	4636	3635	2636
CABIN1	5055	5577	3755	6385	5225	6381	6595	6322	5486	3963
CABLES1	3190	3072	1984	3886	2320	3422	4024	3990	3309	2077
CABLES2	1818	1811	1114	2021	1454	1595	1797	1679	1335	902
CABP1	17	14	9	21	26	8573	8826	8853	7867	6652
CABP2	0	0	0	0	0	0	0	0	0	0
CABP4	96	90	57	134	86	55	58	55	52	34
CABP5	1	1	1	1	0	0	1	4	1	1
CABP7	21	18	17	32	19	952	1046	961	893	507
CABS1	4	2	2	10	1	0	0	0	0	0
CABYR	183	181	108	266	158	595	591	636	474	324
CACHD1	2435	2142	1375	2827	1790	1684	1834	1758	1472	998
CACNA1A	206	214	126	237	202	20065	20485	19421	16289	13953
CACNA1B	96	121	60	110	83	7197	7714	7512	6357	4332
CACNA1C	680	576	366	758	546	4079	4225	4091	3359	2304
CACNA1D	402	336	226	480	290	1540	1605	1574	1250	793
CACNA1E	30	37	31	57	26	6049	6577	6528	4976	3567
CACNA1F	48	45	29	47	31	209	218	205	164	97
CACNA1G	42	45	24	60	49	5030	5396	5195	4449	3252
CACNA1H	820	1149	703	1064	1682	664	674	589	538	579
CACNA1I	96	118	70	103	105	4021	4447	4231	3630	2409
CACNA1S	11	6	2	10	5	51	57	59	37	28
CACNA2D1	266	237	151	265	230	2497	2567	2616	1955	1500
CACNA2D2	662	663	455	807	522	3722	3909	3791	3215	2009
CACNA2D3	276	225	148	325	165	2751	2868	2914	2277	1444
CACNA2D4	492	533	320	646	387	60	68	54	66	36
CACNB1	598	681	425	750	521	6471	7043	6676	5729	3547
CACNB2	279	238	162	291	184	3781	3953	3828	3301	2142
CACNB3	1725	1788	1115	2153	1303	6511	7102	6709	5840	3442
CACNB4	189	114	120	219	122	11834	11997	12568	9813	7653
CACNG1	9	4	8	8	7	22	24	14	14	4
CACNG2	0	1	1	4	3	3818	4005	4061	3437	2368
CACNG3	5	2	0	2	2	4484	4848	4681	3985	2400
CACNG4	1971	2169	1399	2463	1781	1278	1432	1396	1192	813
CACNG5	0	3	0	2	1	40	46	67	32	13
CACNG6	66	56	41	99	70	20	15	21	17	11
CACNG7	328	382	249	402	362	7443	7698	7131	6618	4794
CACNG8	280	261	198	358	224	7632	8115	7869	7066	3999
CACYBP	11814	9667	6913	14808	8954	9125	8951	9668	8108	5824
CAD	11132	12384	7771	13741	9761	2394	2650	2623	2167	1364
CADM1	4481	4064	2632	5295	3477	10823	11139	11437	8932	6829
CADM2	11	11	17	13	16	22790	23077	24722	18881	15791
CADM3	334	356	247	463	264	40575	45275	41758	35843	19415
CADM4	1231	1350	884	1646	1143	14798	16281	15881	13920	8638
CADPS	266	273	166	349	232	13969	14448	15044	12295	8035
CADPS2	1240	1054	751	1454	940	15299	15917	16009	13343	9606
CAGE1	5	6	2	1	5	0	0	0	0	1
CAHM	86	78	37	135	77	145	169	182	129	138
CALB1	145	136	104	226	126	9024	9474	9978	7942	5950
CALB2	49	40	27	76	43	3533	3644	3529	3037	1856
CALCA	4	3	4	5	1	10	14	21	9	4
CALCB	2	4	3	9	1	22	11	11	18	10
CALCOCO1	2810	2877	1824	3562	2025	11371	12392	11359	9562	5695
CALCOCO2	7431	6252	4240	8903	4910	4092	4182	4178	3675	2221
CALCR	121	81	63	115	75	10	6	11	14	8
CALCRL	151	123	92	156	153	1118	1039	1196	915	662
CALD1	11877	9984	6975	14275	9492	6457	6552	6540	5376	4125
CALHM1	14	12	4	11	8	240	256	286	282	147
