GeneID,log2FC,P.Value,adj.P.Value
ENSG00000232102,3.281201771,0.058173922,0.256845997
ENSG00000233402,3.281201771,0.058173922,0.256845997
ENSG00000233410,3.281201771,0.058173922,0.256845997
ENSG00000241406,3.281201771,0.058173922,0.256845997
ENSG00000242251,3.281201771,0.058173922,0.256845997
ENSG00000243658,3.281201771,0.058173922,0.256845997
ENSG00000243723,3.281201771,0.058173922,0.256845997
ENSG00000248366,3.281201771,0.058173922,0.256845997
ENSG00000252046,3.281201771,0.058173922,0.256845997
ENSG00000252145,3.281201771,0.058173922,0.256845997
ENSG00000252222,3.281201771,0.058173922,0.256845997
ENSG00000252633,3.281201771,0.058173922,0.256845997
ENSG00000252713,3.281201771,0.058173922,0.256845997
ENSG00000252928,3.281201771,0.058173922,0.256845997
ENSG00000256077,3.281201771,0.058173922,0.256845997
ENSG00000261904,3.281201771,0.058173922,0.256845997
ENSG00000263593,3.281201771,0.058173922,0.256845997
ENSG00000263828,3.281201771,0.058173922,0.256845997
ENSG00000264309,3.281201771,0.058173922,0.256845997
ENSG00000266063,3.281201771,0.058173922,0.256845997
ENSG00000277000,3.281201771,0.058173922,0.256845997
ENSG00000081842,3.280315608,0.005423362,0.112114568
ENSG00000128438,3.278610013,0.002394903,0.079691892
ENSG00000239119,3.277715358,0.066409691,0.271285786
ENSG00000203645,3.276076609,0.010113716,0.140941516
ENSG00000145386,3.275167386,0.00019221,0.02336545
ENSG00000255559,3.27514221,0.002681201,0.083162594
ENSG00000268942,3.274728241,0.01550805,0.162427927
ENSG00000168505,3.274070306,0.054059359,0.247290289
ENSG00000243521,3.273730254,0.017906914,0.170434009
ENSG00000138653,3.273165637,0.076376486,0.285805792
ENSG00000156970,3.272543306,0.000205938,0.024014193
ENSG00000264377,3.27219402,0.042828132,0.226125356
ENSG00000223692,3.271988722,0.024530623,0.187766051
ENSG00000183729,3.27108372,0.046949706,0.232739864
ENSG00000257893,3.269638878,0.043123515,0.226458633
ENSG00000271013,3.269496148,0.015423827,0.162142803
ENSG00000226278,3.269178208,0.117772673,0.367021108
ENSG00000226604,3.269156506,0.047770849,0.234859406
ENSG00000233252,3.26821904,0.055455877,0.251195809
ENSG00000207110,3.267553408,0.00437365,0.102531582
ENSG00000230902,3.265515239,0.050708889,0.241346062
ENSG00000085552,3.264929763,3.13E-05,0.010346956
ENSG00000242058,3.264638386,0.025798644,0.190316923
ENSG00000207750,3.264286159,0.045857988,0.230128404
ENSG00000230937,3.2640681,0.064453872,0.268589386
ENSG00000231532,3.263854716,0.068288268,0.274236727
ENSG00000133937,3.263795509,0.021638881,0.180705898
ENSG00000168619,3.263564325,0.046738181,0.2322482
ENSG00000222760,3.263542679,0.045289413,0.230013624
ENSG00000231654,3.263542679,0.045289413,0.230013624
ENSG00000252951,3.263542679,0.045289413,0.230013624
ENSG00000263969,3.263542679,0.045289413,0.230013624
ENSG00000265879,3.263542679,0.045289413,0.230013624
ENSG00000104321,3.263170596,0.022633973,0.18326923
ENSG00000211657,3.262586307,0.034965977,0.21009807
ENSG00000145692,3.262223159,0.031946951,0.204265093
ENSG00000186723,3.262001674,0.018926103,0.172864315
ENSG00000228453,3.262001674,0.018926103,0.172864315
ENSG00000218819,3.260368592,0.037645886,0.215362168
ENSG00000252970,3.25841058,0.048145774,0.235598775
ENSG00000267013,3.255496613,0.02594369,0.190674328
ENSG00000136531,3.255293027,0.012696313,0.152696574
ENSG00000206633,3.254499235,0.015980591,0.16437959
ENSG00000258288,3.254079894,0.02129588,0.179793903
ENSG00000205869,3.254055109,0.004037685,0.098838851
ENSG00000277483,3.253817473,0.040662076,0.221225542
ENSG00000232467,3.253642099,0.04096069,0.221818855
ENSG00000229005,3.253278986,0.034865142,0.209846592
ENSG00000204455,3.25279199,0.030448499,0.201517724
ENSG00000095752,3.252715813,0.026027081,0.190996836
ENSG00000226216,3.25182357,0.04753239,0.234298528
ENSG00000238048,3.251745138,0.025419162,0.189618546
ENSG00000220771,3.251601274,0.037572127,0.215362168
ENSG00000238370,3.248944263,0.061512123,0.263006366
ENSG00000179455,3.248583998,0.036363501,0.212900379
ENSG00000211676,3.248376442,0.019129712,0.17351074
ENSG00000229487,3.248074208,0.012184267,0.150212034
ENSG00000224396,3.247607532,0.031237151,0.202680911
ENSG00000199605,3.2475807,0.045417874,0.230013624
ENSG00000202124,3.2475807,0.045417874,0.230013624
ENSG00000224160,3.2475807,0.045417874,0.230013624
ENSG00000240993,3.2475807,0.045417874,0.230013624
ENSG00000264792,3.2475807,0.045417874,0.230013624
ENSG00000232712,3.247167766,0.019573471,0.174585199
ENSG00000260239,3.246321565,0.031572732,0.203098607
ENSG00000246366,3.246214351,0.007558574,0.127025632
ENSG00000112742,3.246098577,0.000199506,0.023660221
ENSG00000029153,3.245957512,0.00087208,0.04892949
ENSG00000201967,3.245769243,0.042824478,0.226125356
ENSG00000230596,3.245261289,0.013298346,0.155065327
ENSG00000224373,3.245049283,0.002462698,0.080536278
ENSG00000168542,3.244888516,0.000840889,0.048026405
ENSG00000101180,3.244140331,0.042277216,0.224303635
ENSG00000278301,3.243978457,0.033239519,0.206300901
ENSG00000215124,3.243866509,0.037828789,0.215442435
ENSG00000150551,3.243579093,0.001505734,0.063909703
ENSG00000256681,3.242068351,0.038889589,0.21728513
ENSG00000152086,3.241691186,0.024282674,0.187152127
ENSG00000264301,3.241061507,0.051509844,0.242505636
ENSG00000227431,3.240379509,0.008016885,0.129648467
ENSG00000225825,3.239090739,0.022961379,0.184285178
ENSG00000125787,3.237891738,0.012711561,0.152788816
ENSG00000225796,3.237578653,0.031016351,0.202584558
ENSG00000230231,3.236246346,0.02889523,0.197677887
ENSG00000201176,3.234499879,0.04755813,0.234298528
ENSG00000070182,3.233644683,0.002193655,0.076915254
ENSG00000202408,3.233576489,0.016165269,0.164903525
ENSG00000242925,3.23316889,0.051872331,0.243378651
ENSG00000145975,3.231899229,0.037359059,0.215038157
ENSG00000202125,3.231726634,0.05736715,0.255893343
ENSG00000276778,3.231212548,0.028316854,0.196388833
ENSG00000241172,3.231191325,0.02290934,0.184136291
ENSG00000225613,3.230426236,0.05594789,0.252529569
ENSG00000231031,3.230405578,0.028628746,0.196997157
ENSG00000226501,3.230095425,0.041428287,0.222394095
ENSG00000244094,3.229931163,0.04874878,0.236315044
ENSG00000224257,3.229697305,0.033209269,0.206300736
ENSG00000201136,3.229173388,0.023831265,0.186147981
ENSG00000164778,3.228756125,0.04720921,0.233455413
ENSG00000221763,3.227881964,0.042246169,0.224303635
ENSG00000206941,3.227752878,0.03071029,0.202036739
ENSG00000257845,3.226673459,0.035993623,0.212307619
ENSG00000138892,3.226054945,0.045608007,0.230013624
ENSG00000171944,3.226054945,0.045608007,0.230013624
ENSG00000231221,3.226054945,0.045608007,0.230013624
ENSG00000251291,3.226054945,0.045608007,0.230013624
ENSG00000178130,3.225279373,0.063010029,0.267066262
ENSG00000204363,3.225279373,0.063010029,0.267066262
ENSG00000214266,3.225279373,0.063010029,0.267066262
ENSG00000236804,3.225250656,0.029004833,0.198059628
ENSG00000149294,3.224941805,0.018445746,0.171750119
ENSG00000101463,3.22266927,0.003190249,0.089982022
ENSG00000253862,3.220887322,0.031822759,0.203934728
ENSG00000171631,3.220222775,0.000507823,0.037504968
ENSG00000174371,3.22012729,0.000564174,0.039448515
ENSG00000131885,3.220044068,0.040814071,0.221818855
ENSG00000204382,3.219115711,0.016401444,0.165610772
ENSG00000196800,3.218641311,0.036480665,0.213019896
ENSG00000198944,3.218252658,0.019116877,0.17351074
ENSG00000252498,3.216522434,0.030362005,0.20132269
ENSG00000088882,3.216348872,0.00217884,0.076821667
ENSG00000266117,3.216314683,0.019192401,0.173753634
ENSG00000206014,3.216311386,0.023873077,0.186147981
ENSG00000207839,3.216311386,0.023873077,0.186147981
ENSG00000268234,3.216311386,0.023873077,0.186147981
ENSG00000244128,3.216022463,0.030855077,0.202036739
ENSG00000235032,3.215727037,0.037155589,0.214845267
ENSG00000242291,3.215307006,0.026842386,0.192711482
ENSG00000129810,3.214781171,0.000271215,0.027091078
ENSG00000181617,3.21380782,0.012620685,0.152282607
ENSG00000207573,3.213519793,0.043035243,0.226458633
ENSG00000184697,3.213194948,0.0040195,0.098776259
ENSG00000183760,3.212340987,0.037015254,0.21442112
ENSG00000263813,3.212248257,0.073469002,0.283344661
ENSG00000213711,3.212046065,0.027500076,0.194460771
ENSG00000242902,3.21201339,0.035974686,0.21225275
ENSG00000263815,3.208448309,0.039974381,0.219237172
ENSG00000183317,3.207111319,0.000474518,0.036329472
ENSG00000199731,3.206516179,0.03301441,0.206022568
ENSG00000109255,3.20336014,0.00100912,0.052661451
ENSG00000243005,3.201458398,0.075139513,0.285651462
ENSG00000115163,3.200072354,0.000561725,0.039448515
ENSG00000230501,3.198069992,0.03241069,0.204816191
ENSG00000207313,3.196884076,0.079765857,0.289841825
ENSG00000278505,3.196600896,0.02478807,0.188416943
ENSG00000182177,3.196369476,0.021601288,0.180681882
ENSG00000266575,3.196097472,0.044743054,0.229770313
ENSG00000240083,3.194804592,0.025572222,0.189868861
ENSG00000236445,3.19458828,0.013831239,0.157424698
ENSG00000211976,3.19357249,0.015306253,0.161762727
ENSG00000240606,3.192857916,0.05341173,0.245497504
ENSG00000199592,3.192551026,0.071080088,0.281707423
ENSG00000223128,3.191768306,0.045737644,0.230013624
ENSG00000243844,3.190895878,0.012757025,0.152915599
ENSG00000186081,3.190882642,0.08541856,0.30355192
ENSG00000170608,3.190146602,0.005203621,0.110199794
ENSG00000152969,3.18868594,0.002410307,0.080012401
ENSG00000112246,3.188468593,0.067951728,0.273251387
ENSG00000236554,3.188089258,0.029103939,0.198231253
ENSG00000175426,3.187995816,0.002629614,0.082637574
ENSG00000224932,3.187992533,0.033806047,0.207668003
ENSG00000234070,3.187992533,0.033806047,0.207668003
ENSG00000147536,3.186556502,0.001359927,0.060639737
ENSG00000197472,3.18585678,0.018784979,0.17254011
ENSG00000179284,3.184946748,0.017616065,0.169713831
ENSG00000251363,3.184396503,0.013892513,0.15763787
ENSG00000127561,3.183620407,0.000450378,0.03552617
ENSG00000253974,3.181600611,0.050931782,0.241614391
ENSG00000142583,3.178853987,0.000592078,0.040436852
ENSG00000101198,3.178083498,0.011333948,0.145625276
ENSG00000234806,3.177150369,0.016653684,0.166354254
ENSG00000213440,3.175497115,0.040831226,0.221818855
ENSG00000202358,3.174140244,0.038195616,0.215588116
ENSG00000238042,3.17412584,0.003678557,0.096232778
ENSG00000153495,3.173886361,0.010840515,0.143723559
ENSG00000233277,3.173543373,0.059489258,0.258799455
ENSG00000244222,3.173543373,0.059489258,0.258799455
ENSG00000124493,3.173011669,0.023972104,0.186357026
ENSG00000250514,3.172671454,0.065144467,0.268589386
ENSG00000239508,3.170485132,0.040320604,0.220299103
ENSG00000222486,3.170321126,0.050005244,0.23965667
ENSG00000231565,3.170321126,0.050005244,0.23965667
ENSG00000154227,3.170015204,0.049631981,0.238567202
ENSG00000186777,3.169596465,0.005311351,0.110952999
ENSG00000221387,3.169508012,0.022618675,0.18326923
ENSG00000249047,3.169013612,0.030942136,0.202430935
ENSG00000079689,3.168990651,0.142605459,0.391467616
ENSG00000217791,3.168958779,0.043382813,0.226859134
ENSG00000223823,3.168311181,0.029591799,0.19998487
ENSG00000111206,3.167984137,0.000627185,0.041491865
ENSG00000251372,3.167701992,0.025248918,0.189454855
ENSG00000231458,3.167535505,0.031765418,0.203708334
ENSG00000225826,3.165877092,0.028269991,0.196264218
ENSG00000105549,3.164941492,0.022972046,0.18431415
ENSG00000221241,3.164511985,0.022820723,0.183863829
ENSG00000225210,3.162565517,0.015547174,0.162565876
ENSG00000264169,3.162126265,0.01605639,0.164508794
ENSG00000235090,3.161515793,0.037409073,0.215200014
ENSG00000281196,3.161340011,0.044814603,0.229822083
ENSG00000241319,3.160834416,0.028658986,0.196997157
ENSG00000249601,3.159627505,0.03897764,0.21728513
ENSG00000231298,3.159339044,0.029508957,0.199596314
ENSG00000243925,3.158745419,0.037983251,0.215552337
ENSG00000253995,3.158745419,0.037983251,0.215552337
ENSG00000213744,3.157938997,0.050498194,0.240781954
ENSG00000213183,3.157382735,0.03475582,0.209678598
ENSG00000158748,3.155427899,0.010771492,0.14364427
ENSG00000215208,3.155085187,0.047626258,0.234403042
ENSG00000199788,3.15396816,0.066509107,0.271508525
ENSG00000208883,3.15396816,0.066509107,0.271508525
ENSG00000215812,3.15396816,0.066509107,0.271508525
ENSG00000211882,3.153441383,0.053755843,0.24636771
ENSG00000160460,3.153122586,0.003730538,0.096665403
ENSG00000227348,3.152919353,0.036802103,0.2138234
ENSG00000199327,3.152911269,0.04659411,0.231851219
ENSG00000237213,3.152911269,0.04659411,0.231851219
ENSG00000251787,3.152911269,0.04659411,0.231851219
ENSG00000252082,3.152911269,0.04659411,0.231851219
ENSG00000276281,3.152911269,0.04659411,0.231851219
ENSG00000278483,3.152911269,0.04659411,0.231851219
ENSG00000235424,3.15275913,0.022568202,0.183245071
ENSG00000106462,3.151803655,4.72E-05,0.012492095
ENSG00000233148,3.151239867,0.041071105,0.221818855
ENSG00000212138,3.150590863,0.047870674,0.235043713
ENSG00000172548,3.150559476,0.014449636,0.159134663
ENSG00000227568,3.150481812,0.027349029,0.194012587
ENSG00000161509,3.150090399,0.008142526,0.130085135
ENSG00000237487,3.14928309,0.016072606,0.164515051
ENSG00000222398,3.148462899,0.035817896,0.211872129
ENSG00000162433,3.147922567,2.84E-05,0.010177057
ENSG00000157542,3.146918207,0.041127191,0.221818855
ENSG00000231541,3.146581303,0.061669346,0.26334166
ENSG00000184661,3.145735653,0.000508441,0.037504968
ENSG00000269793,3.144686728,0.042965252,0.226458633
ENSG00000233673,3.144666527,0.023233864,0.185023543
ENSG00000164841,3.144144599,0.016679575,0.166471545
ENSG00000241568,3.144112566,0.057121414,0.255495285
ENSG00000228639,3.143919462,0.046203009,0.231045606
ENSG00000234772,3.143446785,0.029181162,0.198436169
ENSG00000244556,3.143433869,0.011418376,0.146007961
ENSG00000243915,3.142758173,0.026038496,0.191011083
ENSG00000205396,3.142255267,0.031138765,0.202680911
ENSG00000235677,3.1419064,0.005855328,0.11585362
ENSG00000198216,3.141539616,0.004446462,0.103396918
ENSG00000165091,3.141051407,0.005665464,0.114318446
ENSG00000126226,3.140727874,0.004330229,0.102259539
ENSG00000230450,3.140599505,0.035684816,0.211538247
ENSG00000249267,3.138401279,0.045575346,0.230013624
ENSG00000224533,3.138354303,0.023822791,0.186147981
ENSG00000256238,3.138178007,0.01326427,0.154996691
ENSG00000251476,3.138136526,0.055016728,0.249836833
ENSG00000274183,3.135307952,0.089156632,0.312860325
ENSG00000124664,3.135149173,0.010823584,0.143723559
ENSG00000182334,3.134426848,0.060268715,0.260559879
ENSG00000267717,3.134416641,0.047839544,0.234955677
ENSG00000250273,3.134233181,0.033755866,0.207651899
ENSG00000265526,3.134233181,0.033755866,0.207651899
ENSG00000252414,3.134041086,0.020675925,0.17817388
ENSG00000229950,3.133704937,0.001166094,0.056075328
ENSG00000102109,3.133348061,0.034555496,0.209357916
ENSG00000158373,3.133222427,0.000243896,0.025925379
ENSG00000105388,3.132859586,0.019894416,0.17571083
ENSG00000235990,3.131245419,0.038133728,0.215588116
ENSG00000120659,3.130616172,0.0025935,0.082385861
ENSG00000228623,3.128470409,0.00233948,0.078873349
ENSG00000251273,3.128006057,0.053485136,0.245704199
ENSG00000238829,3.127224834,0.075685254,0.285651462
ENSG00000226759,3.126456223,0.078660481,0.288235906
ENSG00000242999,3.126287426,0.037650498,0.215362168
ENSG00000207971,3.126073351,0.04052104,0.220834878
ENSG00000243173,3.126073351,0.04052104,0.220834878
ENSG00000262158,3.126073351,0.04052104,0.220834878
ENSG00000174417,3.125643435,0.073815357,0.284132518
ENSG00000238391,3.125643435,0.073815357,0.284132518
ENSG00000242991,3.125574253,0.04962801,0.238567202
ENSG00000215397,3.123345522,0.035771773,0.211804617
ENSG00000277590,3.123345522,0.035771773,0.211804617
ENSG00000263740,3.123097145,0.007740197,0.128193039
ENSG00000237141,3.12298505,0.038347916,0.21572649
ENSG00000215644,3.12296718,0.017885803,0.170434009
ENSG00000266420,3.122776733,0.03636144,0.212900379
ENSG00000254622,3.122044723,0.075337011,0.285651462
ENSG00000211970,3.121932494,0.013510077,0.156298779
ENSG00000163064,3.120842153,0.059169353,0.258474384
ENSG00000065609,3.120390074,0.099454636,0.32888454
ENSG00000226686,3.118445472,0.001452913,0.06248764
ENSG00000240698,3.118440523,0.06572277,0.269352914
ENSG00000255379,3.118440523,0.06572277,0.269352914
ENSG00000264796,3.118440523,0.06572277,0.269352914
ENSG00000273882,3.118440523,0.06572277,0.269352914
ENSG00000260428,3.118298618,0.001405434,0.061553146
ENSG00000138778,3.117371081,0.00011011,0.01839714
ENSG00000109072,3.117364043,0.030372945,0.201342264
ENSG00000089199,3.117301212,0.065286551,0.268589386
ENSG00000242860,3.116848861,0.052044913,0.24388568
ENSG00000207007,3.116527847,0.047896331,0.235043713
ENSG00000230411,3.116527847,0.047896331,0.235043713
ENSG00000252343,3.116527847,0.047896331,0.235043713
ENSG00000281708,3.116527847,0.047896331,0.235043713
ENSG00000177910,3.116383552,0.051584894,0.242688952
ENSG00000249306,3.116295321,0.037350986,0.215038157
ENSG00000224333,3.115864222,0.011154516,0.145021538
ENSG00000256331,3.115419947,0.029017246,0.198059628
ENSG00000112837,3.114989036,0.011209458,0.145189672
ENSG00000241278,3.114556193,0.009588978,0.13754615
ENSG00000235054,3.114373555,0.048006012,0.235295594
ENSG00000253191,3.114373555,0.048006012,0.235295594
ENSG00000259303,3.113226493,0.02623254,0.191486822
ENSG00000270300,3.113102909,0.026114033,0.191201047
ENSG00000211855,3.112339941,0.046519766,0.231824588
ENSG00000279579,3.110860213,0.041129464,0.221818855
ENSG00000181722,3.110778635,0.010636979,0.142820692
ENSG00000207042,3.108798517,0.054944806,0.249702016
ENSG00000280989,3.108098811,0.018498023,0.171758599
ENSG00000202392,3.107938522,0.069190002,0.276627374
ENSG00000253739,3.107465474,0.016099366,0.164649641
ENSG00000265646,3.106763794,0.025238008,0.189454855
